38	0.02320124769073284	2.6204571144593416
29	0.07097370241738288	0.11557512088516572
6	0.07494335945509745	0.26484446522154836
17	0.14294164684073185	6.635141344360623
30	0.1522305341490071	4.434467566427676
7	0.2589907854888407	0.46599778310082246
42	0.33608375451324	2.588664691565386
46	0.343034594359517	2.4935461368011143
5	0.3685270077280389	2.787016323509879
29	0.4207695710427084	0.9700198105952091
20	0.5328114145292284	0.7284769366758743
49	0.542801465829158	0.7790660527792418
39	0.6164696687289883	1.7975292062091408
19	0.6621491955212622	0.6699226808335007
33	0.7312492117356406	1.1103167188938885
7	0.7663418917733389	2.201362359028665
16	0.8817943477902579	3.001456707963418
10	1.008438782788471	4.188511495333321
41	1.08037920488686	1.7800854333329412
28	1.3512693740619985	5.693976143197798
25	1.4705068722741321	2.3825676447876636
9	1.5951127227538653	2.0533669471053786
44	1.7204817044437748	1.7473975274101372
33	1.7298242328625257	2.5391087616814945
6	1.76191563821663	4.373431066984763
37	1.8818227583356961	2.6512978857717546
34	1.917538511326966	2.0862441494858905
24	2.12675135136412	5.07784497068
12	2.353241369362328	2.860678567530562
8	2.353966685906742	3.8786735952760116
34	2.3542034104461584	6.761316387779404
3	2.3871676542087252	3.176117250487828
21	2.821225399171862	3.6042393905641297
39	2.9050456529881776	3.2088297562262413
47	2.952441277859249	3.183867443657134
0	2.99852986704796	5.389429584345146
31	3.0844924859531178	3.544154041068303
1	3.1624388630822517	4.329920017597157
45	3.1795015916467495	3.8440707620088186
16	3.191431405739552	4.31725415543795
15	3.2100216918719626	5.18004238228851
9	3.2966428420964022	4.442709112726659
36	3.326110926415826	3.8732708471143917
2	3.355707055573661	4.205322855038938
44	3.5818972182660325	4.7622983565901205
26	3.624813844060033	6.706464975467707
3	3.6253715965711075	7.7045285937057395
8	3.8863378306338845	4.0393494479984415
22	3.9138988378711446	4.3582223777067295
21	3.917857328359853	4.969313992241702
29	3.9434787932490636	5.091389824458277
42	3.9893984321324027	4.268208521302496
46	4.115204507610027	4.155177850314281
18	4.1371620058079674	5.029708928608187
2	4.387176571083788	4.988293298228423
32	4.49284647337066	4.947428411951336
13	4.493846936916228	5.568763168575087
49	4.679251394292725	8.770985655139697
22	4.773327242203464	6.85415965437986
27	5.0764495786834924	7.0450977047024645
2	5.140626019065122	5.677048920629533
39	5.242921760692884	5.360908360818274
10	5.245058359985569	10.0
40	5.46464452810681	6.126440831893523
12	5.48339170707144	6.126225847154957
48	5.755324954171799	5.786069169547211
38	5.7848561921760595	8.26951647047042
37	5.795938121062533	7.457295900658535
41	5.827300948555612	6.948351074996333
4	5.955538518017546	5.999638736025487
23	5.974070627032519	7.259064941390771
35	6.085988524826751	6.8830870439867535
9	6.169743850644524	9.778973940139842
14	6.173292306925089	10.0
11	6.232385759756379	6.673794727427022
39	6.24650035692224	6.253405641519398
33	6.451948612615501	9.139360550958312
18	6.472287734788749	7.276277558287547
19	6.62863060591706	10.0
44	6.69329694374888	7.9740934275478335
45	6.739312751040648	10.0
42	6.7549796023617645	7.1379571974241856
47	6.771065987280074	9.308862597542866
4	6.928142020190795	10.0
39	6.957746708876046	7.076347224844649
7	7.164001907393748	10.0
17	7.190765658829589	9.510560592952851
48	7.450096074960441	8.406791571357763
13	7.64747701415069	10.0
41	7.745566716347031	10.0
42	7.903409345892412	8.98067214043728
28	8.038284703892888	10.0
36	8.083323425567269	10.0
37	8.164415732572689	8.239540215686587
37	8.270270288246573	9.623228369654555
43	8.365359093234648	8.671613191612854
6	8.46716620649698	8.511480203533143
22	8.59764735754425	9.344770215200185
34	8.599200315518123	9.460461226310057
1	8.87611537707372	9.636451138136563
15	8.897472168454689	10.0
30	8.94708749431286	10.0
31	9.079594819327339	10.0
29	9.120025456747257	9.402451285977955
11	9.142018166863611	9.34593290052279
42	9.169679957734767	9.47318138177813
8	9.420530354264736	10.0
38	9.454729962029562	9.940050191393592
2	9.839236305118176	10.0
